L1_Density,L2_Density,L3_Density,L4_Density,L1_Next,L2_Next,L3_Next,L4_Next,L1_Wait,L2_Wait,L3_Wait,L4_Wait,Emergency_Type,Green_Lane,Reason,Green_Time
68,45,59,99,32,61,11,89,4,1,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
72,85,100,34,11,52,83,63,0,2,1,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
75,52,12,56,16,37,93,20,1,3,2,0,None,Lane 4,Starvation,3
81,64,89,90,26,79,43,51,2,0,3,1,Police,Lane 2,Emergency_Police,10
79,57,86,55,96,89,12,86,3,1,0,2,None,Lane 3,Starvation,10
75,33,46,45,98,64,75,63,4,0,1,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
75,33,46,45,98,64,75,63,5,1,2,0,Police,Lane 4,Emergency_Police,10
36,24,38,22,34,13,28,68,6,0,3,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
75,89,98,68,68,78,36,69,0,1,4,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
44,94,36,12,22,23,53,12,1,0,5,3,Ambulance,Lane 2,Emergency_Ambulance,10
59,48,31,33,28,88,92,100,2,0,6,4,Police,Lane 2,Emergency_Police,10
90,24,69,97,43,97,73,85,3,0,7,5,Police,Lane 2,Emergency_Police,10
28,22,51,22,72,27,45,62,0,1,8,6,None,Lane 1,Starvation,3
14,93,99,57,34,62,78,22,1,2,0,7,None,Lane 3,Starvation,10
100,58,33,58,16,70,13,91,2,0,1,8,Police,Lane 2,Emergency_Police,10
97,60,30,28,16,67,34,62,3,1,2,0,None,Lane 4,Starvation,3
75,30,93,40,23,13,71,75,0,2,3,1,Police,Lane 1,Emergency_Police,10
75,30,93,40,23,13,71,75,1,0,4,2,Police,Lane 2,Emergency_Police,10
23,59,71,97,55,99,79,71,2,1,0,3,None,Lane 3,Starvation,6
18,23,50,19,26,29,34,63,3,0,1,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
18,23,50,19,26,29,34,63,0,1,2,5,Police,Lane 1,Emergency_Police,10
14,80,96,99,61,36,15,61,1,0,3,6,Ambulance,Lane 2,Emergency_Ambulance,10
12,53,21,22,46,72,84,74,2,0,4,7,None,Lane 2,Gridlock_Avoidance,3
20,26,35,46,85,29,88,47,0,1,5,8,Ambulance,Lane 1,Emergency_Ambulance,10
70,13,30,29,29,83,30,48,1,2,0,9,None,Lane 3,Starvation,3
37,16,18,100,40,34,40,18,0,3,1,10,Ambulance,Lane 1,Emergency_Ambulance,10
37,16,18,100,40,34,40,18,1,0,2,11,Police,Lane 2,Emergency_Police,10
14,51,16,87,58,86,52,17,2,1,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
81,49,52,20,12,45,81,54,3,0,4,1,Ambulance,Lane 2,Emergency_Ambulance,10
72,48,71,63,84,77,73,92,4,1,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
57,73,97,37,27,97,10,11,5,2,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
79,78,29,61,85,74,56,58,0,3,2,1,Police,Lane 1,Emergency_Police,10
61,19,46,76,64,37,29,97,1,0,3,2,None,Lane 2,Starvation,3
64,74,13,19,64,99,48,67,2,1,0,3,None,Lane 3,Starvation,3
97,68,28,72,49,87,33,55,3,2,0,4,Police,Lane 3,Emergency_Police,10
51,10,67,39,80,69,81,55,0,3,1,5,None,Lane 1,Starvation,3
47,64,49,72,30,10,69,88,1,4,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
14,11,76,96,25,47,35,78,2,0,3,1,None,Lane 2,Starvation,3
64,40,56,39,32,91,81,98,3,1,0,2,Police,Lane 3,Emergency_Police,10
100,53,41,39,37,50,17,35,0,2,1,3,None,Lane 1,Starvation,10
71,72,92,25,11,25,35,57,1,3,2,0,None,Lane 4,Starvation,3
89,67,14,71,80,29,78,15,2,0,3,1,Police,Lane 2,Emergency_Police,10
21,93,52,45,64,95,53,72,0,1,4,2,Police,Lane 1,Emergency_Police,10
42,32,75,62,85,18,88,71,1,2,5,0,None,Lane 4,Gridlock_Avoidance,3
11,46,50,22,12,24,70,79,2,3,0,1,None,Lane 3,Starvation,3
91,67,48,70,20,37,84,100,3,0,1,2,None,Lane 2,Starvation,3
69,34,35,47,83,88,31,45,4,1,2,0,None,Lane 4,Gridlock_Avoidance,3
41,46,45,67,98,93,88,10,5,2,3,0,None,Lane 4,Gridlock_Avoidance,3
43,99,73,15,89,42,14,19,6,0,4,1,None,Lane 2,Gridlock_Avoidance,10
81,16,26,15,38,90,62,37,7,0,5,2,Ambulance,Lane 2,Emergency_Ambulance,10
17,28,76,19,68,21,58,71,0,1,6,3,None,Lane 1,Starvation,3
98,35,82,27,78,93,77,48,1,2,0,4,None,Lane 3,Starvation,6
97,48,50,68,39,92,82,63,2,3,1,0,None,Lane 4,Starvation,3
77,38,31,50,77,72,43,91,3,4,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
66,58,31,59,38,32,12,68,0,5,3,1,None,Lane 1,Starvation,3
58,36,45,81,31,41,94,52,1,0,4,2,None,Lane 2,Starvation,3
27,39,78,97,56,31,95,97,2,1,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
19,80,43,90,74,38,23,22,3,2,1,0,None,Lane 4,Starvation,10
37,61,49,13,76,35,78,13,0,3,2,1,Ambulance,Lane 1,Emergency_Ambulance,10
37,61,49,13,76,35,78,13,1,4,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
24,16,98,96,65,35,81,10,2,0,4,1,None,Lane 2,Starvation,3
24,44,14,96,43,80,49,91,3,1,5,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
18,42,92,51,33,96,97,34,0,2,6,1,None,Lane 1,Starvation,3
86,20,53,63,55,65,24,39,1,3,0,2,None,Lane 3,Starvation,3
65,91,20,63,14,32,78,73,2,0,1,3,None,Lane 2,Starvation,10
35,95,88,61,83,85,96,52,3,1,0,4,Fire Truck,Lane 3,Emergency_Fire Truck,10
86,18,75,79,62,96,15,22,4,2,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
86,18,75,79,62,96,15,22,5,3,1,0,Police,Lane 4,Emergency_Police,10
21,62,46,42,19,34,35,71,6,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
38,27,98,79,40,91,64,80,7,0,1,2,Ambulance,Lane 2,Emergency_Ambulance,10
38,27,98,79,40,91,64,80,0,1,2,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
89,62,76,12,79,19,17,31,1,2,3,0,Ambulance,Lane 4,Emergency_Ambulance,10
17,76,96,53,57,10,67,43,2,0,4,1,Police,Lane 2,Emergency_Police,10
49,57,76,53,55,47,68,21,3,1,0,2,None,Lane 3,Starvation,6
98,11,11,39,38,25,12,89,0,2,1,3,None,Lane 1,Starvation,10
19,34,18,66,67,24,55,29,1,3,2,0,None,Lane 4,Starvation,3
56,15,18,70,99,44,100,71,2,0,3,1,Ambulance,Lane 2,Emergency_Ambulance,10
56,15,18,70,99,44,100,71,0,1,4,2,Police,Lane 1,Emergency_Police,10
11,19,23,57,45,36,43,100,1,2,0,3,None,Lane 3,Starvation,3
16,12,100,22,48,97,68,58,2,3,1,0,None,Lane 4,Starvation,3
18,58,87,34,14,64,97,94,3,4,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
42,27,99,24,39,92,56,89,0,5,3,1,None,Lane 1,Starvation,3
16,93,36,17,16,23,57,65,1,0,4,2,None,Lane 2,Starvation,10
84,29,58,23,25,22,96,94,0,1,5,3,None,Lane 1,Gridlock_Avoidance,6
13,27,41,42,74,48,14,26,1,2,0,4,None,Lane 3,Starvation,3
17,67,18,68,82,60,38,25,2,0,1,5,Police,Lane 2,Emergency_Police,10
45,85,14,45,15,68,65,62,3,1,2,0,None,Lane 4,Starvation,3
62,87,30,10,74,20,21,72,0,2,3,1,None,Lane 1,Starvation,3
18,29,97,26,86,100,17,63,1,0,4,2,Ambulance,Lane 2,Emergency_Ambulance,10
18,29,97,26,86,100,17,63,2,1,0,3,Police,Lane 3,Emergency_Police,10
42,76,55,93,23,97,26,17,3,2,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
42,76,55,93,23,97,26,17,4,3,0,1,Police,Lane 3,Emergency_Police,10
91,49,66,76,89,81,64,81,5,4,0,2,Police,Lane 3,Emergency_Police,10
91,49,66,76,89,81,64,81,6,5,1,0,Police,Lane 4,Emergency_Police,10
66,78,82,98,88,45,54,98,7,6,0,1,None,Lane 3,Gridlock_Avoidance,6
10,23,80,86,63,67,94,14,0,7,1,2,None,Lane 1,Starvation,3
40,94,77,99,95,69,96,77,1,8,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
14,37,71,50,78,94,35,78,2,9,0,1,None,Lane 3,Gridlock_Avoidance,6
68,14,26,66,22,47,16,18,0,10,1,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
16,50,62,40,68,43,52,92,1,0,2,3,None,Lane 2,Starvation,3
45,56,96,46,47,78,73,93,2,1,0,4,None,Lane 3,Gridlock_Avoidance,10
73,15,23,50,53,58,77,28,3,2,1,0,None,Lane 4,Starvation,3
11,12,56,93,44,26,66,76,4,3,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
11,12,56,93,44,26,66,76,0,4,3,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
55,84,39,13,53,12,48,41,1,0,4,2,None,Lane 2,Starvation,6
25,50,46,42,21,78,67,87,2,1,5,0,Police,Lane 4,Emergency_Police,10
99,35,30,39,17,95,82,70,0,2,6,1,None,Lane 1,Gridlock_Avoidance,10
90,21,44,70,55,65,96,18,1,3,7,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
16,62,54,28,30,94,30,54,2,4,0,1,None,Lane 3,Gridlock_Avoidance,3
78,14,80,59,44,98,100,91,0,5,1,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
43,53,98,25,23,42,17,52,1,0,2,3,Police,Lane 2,Emergency_Police,10
90,59,55,63,13,37,55,46,2,1,3,0,None,Lane 4,Starvation,3
63,71,73,75,11,91,81,16,3,2,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
63,71,73,75,11,91,81,16,4,0,1,2,Police,Lane 2,Emergency_Police,10
100,88,20,33,94,30,89,84,5,1,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
21,72,11,31,93,76,43,22,6,0,1,4,None,Lane 2,Gridlock_Avoidance,6
12,27,67,56,29,95,70,31,0,1,2,5,None,Lane 1,Starvation,3
26,59,74,52,85,41,77,77,1,2,3,0,None,Lane 4,Starvation,3
38,94,98,90,36,69,71,58,2,3,0,1,None,Lane 3,Starvation,10
86,47,78,51,76,100,93,77,0,4,1,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
80,26,76,98,41,72,99,42,1,0,2,3,None,Lane 2,Starvation,3
100,46,56,39,74,83,58,65,2,1,3,0,None,Lane 4,Starvation,3
60,78,60,59,44,70,44,73,3,2,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
28,83,63,38,59,98,73,37,0,3,1,2,None,Lane 1,Starvation,3
57,64,83,28,63,84,11,10,1,4,0,3,None,Lane 3,Gridlock_Avoidance,6
91,10,79,18,56,27,33,26,2,5,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
91,10,79,18,56,27,33,26,3,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
32,37,60,30,53,97,42,91,0,1,3,2,None,Lane 1,Starvation,3
26,66,90,44,41,29,55,92,1,2,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
74,35,54,35,63,64,61,54,2,3,0,1,None,Lane 3,Starvation,3
57,49,75,67,63,60,90,12,3,0,1,2,None,Lane 2,Starvation,3
38,52,97,72,87,75,93,74,0,1,2,3,Ambulance,Lane 1,Emergency_Ambulance,10
64,29,25,83,57,47,53,100,0,2,3,4,None,Lane 1,Gridlock_Avoidance,3
52,13,40,41,17,54,69,15,1,0,4,5,Police,Lane 2,Emergency_Police,10
18,15,55,66,83,84,91,13,2,0,5,6,Ambulance,Lane 2,Emergency_Ambulance,10
68,10,68,15,93,81,34,30,3,1,0,7,Fire Truck,Lane 3,Emergency_Fire Truck,10
30,93,94,75,40,76,36,41,0,2,1,8,None,Lane 1,Starvation,3
24,10,41,100,35,27,96,19,1,3,2,0,None,Lane 4,Starvation,10
95,45,15,74,62,40,52,85,2,0,3,1,None,Lane 2,Starvation,3
35,53,59,84,52,10,17,78,3,1,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
64,17,64,91,18,63,25,18,0,2,5,1,None,Lane 1,Starvation,3
62,14,65,99,50,72,77,64,1,3,0,2,Police,Lane 3,Emergency_Police,10
37,52,67,52,33,37,66,67,2,0,1,3,None,Lane 2,Starvation,3
28,24,39,96,71,64,97,48,3,1,2,0,None,Lane 4,Starvation,10
30,20,23,91,29,43,61,79,0,2,3,1,None,Lane 1,Starvation,3
39,89,61,82,21,32,63,35,1,3,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
39,89,61,82,21,32,63,35,2,4,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
39,89,61,82,21,32,63,35,3,0,2,1,Police,Lane 2,Emergency_Police,10
48,43,67,77,35,85,82,18,0,1,3,2,None,Lane 1,Starvation,3
34,87,73,27,27,73,49,60,1,2,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
46,100,96,12,13,22,42,99,2,3,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
46,100,96,12,13,22,42,99,3,0,1,2,Police,Lane 2,Emergency_Police,10
53,85,74,53,80,12,78,72,0,1,2,3,Ambulance,Lane 1,Emergency_Ambulance,10
15,91,33,87,57,89,59,16,1,2,0,4,Fire Truck,Lane 3,Emergency_Fire Truck,10
15,91,33,87,57,89,59,16,2,0,1,5,Police,Lane 2,Emergency_Police,10
96,89,66,76,50,87,42,51,3,1,0,6,Fire Truck,Lane 3,Emergency_Fire Truck,10
80,77,46,95,60,64,68,92,4,2,0,7,Fire Truck,Lane 3,Emergency_Fire Truck,10
73,31,36,62,36,18,69,69,5,3,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
78,48,14,40,22,72,64,47,6,0,2,1,Ambulance,Lane 2,Emergency_Ambulance,10
78,48,14,40,22,72,64,47,7,1,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
41,63,19,79,93,21,30,30,8,2,1,0,None,Lane 4,Gridlock_Avoidance,6
100,19,45,39,41,16,10,41,9,3,2,0,Police,Lane 4,Emergency_Police,10
15,48,53,97,83,96,95,30,10,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
68,70,50,28,97,84,96,32,11,5,1,0,None,Lane 4,Gridlock_Avoidance,3
45,100,73,60,56,40,11,77,0,6,2,1,None,Lane 1,Starvation,3
98,25,13,68,67,82,87,34,1,7,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
80,18,13,37,38,54,36,66,2,0,4,1,Ambulance,Lane 2,Emergency_Ambulance,10
32,29,23,96,21,41,61,64,3,1,0,2,None,Lane 3,Starvation,3
31,66,30,69,97,14,77,51,4,0,1,3,Ambulance,Lane 2,Emergency_Ambulance,10
31,66,30,69,97,14,77,51,0,1,2,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
79,67,49,84,19,53,91,15,1,0,3,5,Fire Truck,Lane 2,Emergency_Fire Truck,10
97,96,99,54,17,60,74,53,2,1,0,6,None,Lane 3,Starvation,10
71,43,10,39,81,89,94,72,0,2,1,7,Fire Truck,Lane 1,Emergency_Fire Truck,10
13,40,85,30,98,50,27,61,1,3,2,0,None,Lane 4,Starvation,3
81,89,54,56,48,36,83,76,2,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
10,15,94,62,32,37,56,74,0,5,1,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
48,58,14,19,57,91,15,88,1,0,2,3,Ambulance,Lane 2,Emergency_Ambulance,10
48,58,14,19,57,91,15,88,2,1,3,0,Ambulance,Lane 4,Emergency_Ambulance,10
34,31,86,11,32,25,91,52,0,2,4,1,None,Lane 1,Gridlock_Avoidance,3
40,48,54,65,98,30,79,91,1,3,0,2,None,Lane 3,Starvation,3
85,99,64,55,77,64,88,81,2,0,1,3,Ambulance,Lane 2,Emergency_Ambulance,10
42,47,90,70,70,35,54,62,3,1,2,0,None,Lane 4,Starvation,3
24,38,68,49,21,23,38,30,4,2,3,0,Ambulance,Lane 4,Emergency_Ambulance,10
19,39,58,18,43,27,20,47,5,3,4,0,Police,Lane 4,Emergency_Police,10
25,45,84,69,74,81,76,17,0,4,5,1,None,Lane 1,Starvation,3
74,26,68,43,30,31,78,31,1,5,0,2,Police,Lane 3,Emergency_Police,10
36,46,82,86,57,44,66,94,2,0,1,3,None,Lane 2,Starvation,3
67,34,32,55,94,46,21,92,3,0,2,4,None,Lane 2,Gridlock_Avoidance,3
30,46,64,94,84,84,54,32,4,1,3,0,None,Lane 4,Gridlock_Avoidance,10
19,72,54,86,99,84,67,83,5,2,0,1,None,Lane 3,Gridlock_Avoidance,3
12,35,72,31,23,46,70,32,0,3,1,2,None,Lane 1,Starvation,3
29,49,95,26,68,26,39,45,1,0,2,3,None,Lane 2,Starvation,3
71,78,49,74,22,57,22,92,0,1,3,4,Police,Lane 1,Emergency_Police,10
14,84,85,32,96,98,33,19,1,0,4,5,Ambulance,Lane 2,Emergency_Ambulance,10
97,78,40,48,24,84,61,20,2,1,0,6,None,Lane 3,Starvation,3
21,72,75,84,98,44,97,95,3,0,1,7,None,Lane 2,Gridlock_Avoidance,6
69,23,26,88,45,41,18,65,0,1,2,8,None,Lane 1,Starvation,3
49,54,27,27,69,27,75,76,1,0,3,9,Fire Truck,Lane 2,Emergency_Fire Truck,10
49,54,27,27,69,27,75,76,2,1,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
30,78,87,28,53,61,28,76,0,2,5,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
14,78,40,16,38,60,75,56,1,3,0,2,None,Lane 3,Starvation,3
85,53,13,53,55,24,27,73,2,4,0,3,Police,Lane 3,Emergency_Police,10
97,15,44,24,77,39,11,55,3,0,1,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
87,16,50,24,23,72,65,80,0,1,2,5,None,Lane 1,Starvation,10
49,99,68,99,15,59,85,37,0,2,3,6,Fire Truck,Lane 1,Emergency_Fire Truck,10
37,49,38,21,10,27,40,11,1,3,0,7,None,Lane 3,Starvation,3
91,49,83,34,89,27,14,51,0,4,1,8,Police,Lane 1,Emergency_Police,10
50,82,40,74,95,28,76,70,1,0,2,9,Fire Truck,Lane 2,Emergency_Fire Truck,10
41,88,94,44,98,17,10,49,2,1,3,0,None,Lane 4,Starvation,3
94,73,76,47,15,92,11,30,0,2,4,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
46,44,10,45,17,26,11,70,1,3,0,2,None,Lane 3,Starvation,3
55,89,79,94,44,55,22,14,2,4,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
55,89,79,94,44,55,22,14,3,5,0,1,Police,Lane 3,Emergency_Police,10
60,60,87,25,47,58,77,80,4,0,1,2,Ambulance,Lane 2,Emergency_Ambulance,10
40,37,57,20,88,46,27,17,5,1,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
96,23,31,80,99,80,82,73,0,2,3,1,Police,Lane 1,Emergency_Police,10
98,84,74,81,68,39,29,74,1,0,4,2,Police,Lane 2,Emergency_Police,10
35,98,54,20,62,64,80,16,0,1,5,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
35,98,54,20,62,64,80,16,1,2,6,0,Police,Lane 4,Emergency_Police,10
51,66,27,41,45,22,73,88,2,3,0,1,None,Lane 3,Starvation,3
70,78,42,44,42,39,87,48,3,0,1,2,Ambulance,Lane 2,Emergency_Ambulance,10
70,78,42,44,42,39,87,48,4,1,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
85,27,90,79,89,49,67,47,5,0,3,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
56,88,90,69,99,67,42,79,0,1,4,2,Police,Lane 1,Emergency_Police,10
66,61,60,27,90,11,93,20,1,0,5,3,None,Lane 2,Gridlock_Avoidance,3
70,42,45,83,69,88,92,48,2,1,6,0,None,Lane 4,Gridlock_Avoidance,6
90,48,19,34,55,38,95,52,0,2,7,1,None,Lane 1,Gridlock_Avoidance,10
60,81,23,10,17,80,39,86,1,0,8,2,Ambulance,Lane 2,Emergency_Ambulance,10
60,81,23,10,17,80,39,86,2,1,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
26,19,31,10,88,90,60,30,3,2,1,0,None,Lane 4,Starvation,3
47,72,55,41,50,39,97,83,4,3,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
41,21,23,68,70,99,54,95,5,0,1,2,Police,Lane 2,Emergency_Police,10
12,25,12,28,73,80,53,80,6,1,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
12,25,12,28,73,80,53,80,0,2,1,4,Police,Lane 1,Emergency_Police,10
53,38,40,59,21,65,84,22,0,3,2,5,Fire Truck,Lane 1,Emergency_Fire Truck,10
43,19,24,68,38,18,46,14,1,0,3,6,None,Lane 2,Starvation,3
32,93,57,83,13,49,22,86,2,1,0,7,None,Lane 3,Starvation,3
83,39,18,11,35,42,93,27,3,2,1,0,None,Lane 4,Starvation,3
54,79,63,19,93,58,10,65,4,3,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
54,79,63,19,93,58,10,65,0,4,1,2,Police,Lane 1,Emergency_Police,10
45,86,88,61,64,10,84,32,1,5,2,0,Police,Lane 4,Emergency_Police,10
17,99,77,95,17,64,83,42,2,0,3,1,None,Lane 2,Starvation,10
100,16,72,56,56,59,10,27,3,1,0,2,None,Lane 3,Starvation,6
13,22,77,67,84,25,92,42,4,2,1,0,None,Lane 4,Gridlock_Avoidance,3
58,10,22,26,67,92,99,31,0,3,2,1,None,Lane 1,Starvation,3
20,78,54,60,16,68,78,35,0,4,3,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
70,98,36,11,43,49,87,10,1,5,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
10,82,78,22,39,54,40,45,2,6,0,4,Ambulance,Lane 3,Emergency_Ambulance,10
13,99,12,97,56,47,57,17,3,0,1,5,None,Lane 2,Starvation,10
100,89,99,43,67,53,66,96,4,1,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
18,96,98,49,86,48,53,91,5,2,0,1,None,Lane 3,Gridlock_Avoidance,10
75,80,31,18,31,26,59,63,6,3,0,2,Police,Lane 3,Emergency_Police,10
74,48,29,26,15,29,84,74,0,4,1,3,None,Lane 1,Starvation,6
69,89,98,29,74,24,46,26,1,0,2,4,None,Lane 2,Starvation,10
89,57,34,80,41,47,48,15,2,1,3,0,None,Lane 4,Starvation,6
64,100,96,10,18,99,75,66,3,0,4,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
64,100,96,10,18,99,75,66,4,1,0,2,Police,Lane 3,Emergency_Police,10
82,33,66,79,49,51,57,51,0,2,1,3,None,Lane 1,Starvation,6
44,33,75,81,16,94,81,40,1,3,0,4,Ambulance,Lane 3,Emergency_Ambulance,10
84,35,40,48,32,92,91,17,0,4,1,5,Ambulance,Lane 1,Emergency_Ambulance,10
72,92,82,54,93,32,16,67,1,5,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
88,23,49,53,22,56,81,74,2,0,3,1,None,Lane 2,Starvation,3
37,27,27,81,90,88,67,79,3,0,4,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
37,27,27,81,90,88,67,79,4,1,5,0,Police,Lane 4,Emergency_Police,10
34,67,99,13,47,32,64,77,5,0,6,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
50,60,38,36,73,55,82,67,0,1,7,2,None,Lane 1,Starvation,3
62,22,66,71,44,47,100,80,1,2,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
28,62,40,65,77,96,92,87,0,3,1,4,None,Lane 1,Gridlock_Avoidance,3
24,12,22,22,48,69,10,34,1,0,2,5,None,Lane 2,Starvation,3
48,39,16,51,43,44,89,77,2,1,3,0,None,Lane 4,Starvation,3
19,95,13,49,83,71,60,47,0,2,4,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
19,95,13,49,83,71,60,47,1,0,5,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
19,95,13,49,83,71,60,47,2,1,0,3,Police,Lane 3,Emergency_Police,10
59,100,60,83,36,43,82,35,3,2,1,0,None,Lane 4,Starvation,6
81,22,83,30,25,60,16,34,4,3,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
81,22,83,30,25,60,16,34,5,4,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
33,69,93,47,28,83,37,78,6,5,0,1,Police,Lane 3,Emergency_Police,10
62,93,47,38,28,32,83,89,7,6,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
87,49,78,89,65,52,58,90,0,7,1,3,None,Lane 1,Starvation,10
51,64,10,60,10,94,60,66,1,8,2,0,None,Lane 4,Gridlock_Avoidance,3
77,53,88,68,59,46,75,99,2,9,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
92,42,71,87,92,86,11,67,3,10,1,0,None,Lane 4,Gridlock_Avoidance,10
74,33,95,95,40,77,21,93,4,0,2,1,Ambulance,Lane 2,Emergency_Ambulance,10
74,33,95,95,40,77,21,93,0,1,3,2,Police,Lane 1,Emergency_Police,10
48,61,43,18,100,73,55,90,1,2,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
42,22,97,63,37,44,93,28,2,0,1,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
50,93,99,97,38,24,25,18,3,1,2,0,None,Lane 4,Starvation,10
80,68,49,24,78,95,42,90,0,2,3,1,None,Lane 1,Starvation,6
58,65,12,22,22,34,29,75,1,3,0,2,None,Lane 3,Starvation,3
73,68,13,29,57,99,49,29,2,4,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
73,68,13,29,57,99,49,29,3,0,1,4,Police,Lane 2,Emergency_Police,10
14,66,54,34,79,12,49,20,0,1,2,5,None,Lane 1,Starvation,3
32,59,77,76,96,26,85,77,1,2,3,0,None,Lane 4,Starvation,6
59,92,39,83,65,79,67,31,2,3,0,1,None,Lane 3,Starvation,3
85,44,67,86,14,42,27,34,3,0,1,2,None,Lane 2,Starvation,3
79,69,35,39,43,54,23,33,0,1,2,3,None,Lane 1,Starvation,6
72,76,46,58,12,26,12,91,0,2,3,4,Police,Lane 1,Emergency_Police,10
11,97,86,46,82,43,60,59,1,3,0,5,None,Lane 3,Starvation,10
68,86,39,11,100,78,79,56,2,0,1,6,None,Lane 2,Starvation,10
100,32,34,38,99,35,57,12,3,1,0,7,Ambulance,Lane 3,Emergency_Ambulance,10
86,63,62,88,10,29,17,56,4,2,0,8,Ambulance,Lane 3,Emergency_Ambulance,10
40,46,29,21,87,47,81,58,5,0,1,9,None,Lane 2,Gridlock_Avoidance,3
95,66,31,80,36,86,29,55,0,1,2,10,None,Lane 1,Starvation,10
58,16,15,57,12,69,42,21,1,2,3,0,None,Lane 4,Starvation,3
56,31,55,39,10,97,10,84,2,3,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
11,91,37,80,99,95,77,63,3,4,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
77,11,19,79,72,18,40,49,0,5,1,3,None,Lane 1,Starvation,6
50,76,20,46,21,85,89,20,0,6,2,4,Ambulance,Lane 1,Emergency_Ambulance,10
50,76,20,46,21,85,89,20,1,7,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
23,97,69,81,75,73,73,18,2,0,1,6,None,Lane 2,Starvation,10
100,57,96,69,63,77,24,31,3,1,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
